0.02,-0.02,-1.1
0.039999999999999994,0.12,0.0
0.06,0.18,0.0
0.07999999999999999,0.24,0.0
0.09999999999999999,0.3,0.0
0.11999999999999998,0.36,0.0
0.13999999999999999,0.42,0.0
0.15999999999999998,0.48,0.0
0.17999999999999997,0.54,0.0
0.19999999999999996,0.6,0.0
0.21999999999999995,0.66,0.0
0.23999999999999996,0.72,0.0
0.25999999999999995,0.78,0.0
0.27999999999999997,0.84,0.0
0.3,0.92,0.0
0.31999999999999995,0.96,0.0
0.33999999999999997,1.02,0.0
0.36,1.1,0.0
-0.02,1.1,0.0
-0.039999999999999994,0.0,-0.12
-0.06,0.0,-0.16
-0.07999999999999999,0.0,-0.22
-0.09999999999999999,0.0,-0.28
-0.11999999999999998,0.0,-0.34
-0.13999999999999999,0.0,-0.4
-0.15999999999999998,0.0,-0.48
-0.17999999999999997,0.0,-0.54
-0.19999999999999996,0.0,-0.6
-0.21999999999999995,0.0,-0.66
-0.23999999999999996,0.0,-0.72
-0.25999999999999995,0.0,-0.78
-0.27999999999999997,0.0,-0.84
-0.3,0.0,-0.9
-0.31999999999999995,0.0,-0.96
-0.33999999999999997,0.0,-1.04
-0.36,0.0,-1.1
